cell,markers
breast macrophages,"['HLA-DPA1', 'HLA-DRB1', 'HLA-DRA', 'HLA-DPB1', 'HLA-DQA1', 'CD74', 'CD83', 'HLA-DQB1', 'CD1C', 'IFI30', 'HLA-DRB5', 'GLA', 'FCGR3A', 'FCGR2B', 'PLD4', 'CPVL', 'OLR1', 'HLA-DQB2', 'TSPAN33', 'SIGLEC10', 'CD1B', 'FCGR2A', 'CD1D', 'CD33', 'LAIR1', 'PILRA', 'TNFSF18', 'SIGLEC1', 'PLXDC1', 'TLR1', 'CD200R1', 'ST3GAL6', 'PTAFR', 'NEU1', 'ICAM5', 'IL1RL2', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'LPAR5', 'PCDHGC5', 'EPX', 'ITGAX', 'TRHR', 'PCDHA11', 'PCDHA6', 'TPTE', 'TMEFF1', 'LRRC25', 'GP5', 'PCDHGB4', 'HTR1D', 'PCDHGB1', 'SIGLEC12', 'FLG2', 'UGT1A9', 'CDSN', 'FCGR1A', 'TLR9', 'C4A', 'SLC45A2', 'ARSF', 'NTSR1', 'SLC6A2', 'DBH', 'INHBE', 'PCDHGB5', 'CACNG6', 'TMEM132E', 'SLITRK3', 'CEACAM8', 'FLRT1', 'ZP4', 'PLXNB3', 'PCDH20', 'PCDHGA9', 'SLC45A4', 'CPZ', 'CD80', 'PTPRQ', 'LAMP3', 'P2RX7', 'ELFN2', 'LILRB1', 'ALPP', 'TNFRSF8', 'CD72', 'CELSR3', 'IGLON5', 'AGTR2', 'HTR2B', 'PCDHA10', 'SCN2B', 'MGAT5B', 'PCDHGA8', 'TMPRSS5', 'TLL2', 'UNC5A']"
pancreas mixed immune cells,"['CD74', 'CCR7', 'HLA-DPB1', 'HLA-DRA', 'HLA-DPA1', 'CSF2RA', 'CD86', 'LAMP3', 'HLA-DRB1', 'CD70', 'IL2RA', 'HLA-DQA1', 'CD83', 'CXCL16', 'PTGIR', 'CD40', 'CRLF2', 'LY75', 'SLAMF7', 'CD80', 'NRP2', 'CD274', 'ADAM19', 'CHST7', 'FLT3', 'PDCD1LG2', 'TSPAN33', 'ADAM8', 'TNFRSF9', 'CREG1', 'CD58', 'OSCAR', 'IL3RA', 'HTR2B', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'EPX', 'TRHR', 'PCDHA11', 'PCDHA6', 'TPTE', 'TMEFF1', 'PCDHGB4', 'GP5', 'PCDHGB1', 'UGT1A9', 'TLR9', 'C4A', 'FLG2', 'HTR1D', 'CDSN', 'TNFSF18', 'SLC6A2', 'SLC45A2', 'ARSF', 'NTSR1', 'DBH', 'PCDHGB5', 'CACNG6', 'PCDH20', 'PCDHGA9', 'SIGLEC12', 'SLITRK3', 'PTPRQ', 'TMEM132E', 'CEACAM8', 'P2RY10', 'FLRT1', 'ZP4', 'SLC26A5', 'PLXNB3', 'CPZ', 'KIR3DL1', 'PLA2G3', 'INHBE', 'PCDHGA8', 'ALPP', 'SCN2B', 'ELFN2', 'COL2A1', 'UNC5A', 'CELSR3', 'PCDHGA12', 'AGTR2', 'IGSF1', 'TNFRSF11A', 'MGAT5B', 'ICOSLG', 'KIR2DL3', 'TMPRSS5', 'LRRC15', 'IL1RL2', 'TNFRSF8', 'CDH15', 'IGLON5', 'ST8SIA4']"
thymus smooth muscle cells,"['FLNA', 'STEAP4', 'MFGE8', 'MCAM', 'ITGA8', 'BGN', 'TNC', 'BCAM', 'ACTN1', 'GGT5', 'SUSD2', 'AEBP1', 'AOC3', 'ITGA7', 'ANGPTL1', 'PDGFRB', 'MRGPRF', 'EDNRA', 'CRLF1', 'ANGPTL4', 'SUSD5', 'CSPG4', 'VASN', 'EMILIN1', 'SLC7A2', 'ADCY3', 'S1PR3', 'AGTR1', 'SLIT3', 'TBXA2R', 'ITGA1', 'NTRK3', 'ENPEP', 'ADRA2C', 'COL5A3', 'SUCNR1', 'ITGA11', 'VIPR1', 'C1QTNF2', 'ANGPT1', 'SCARF2', 'NPY1R', 'LRRC4B', 'BVES', 'SLC2A4', 'SCN4B', 'KCNH2', 'NFASC', 'SORT1', 'TMEM200B', 'OLFML2A', 'GPR176', 'NID2', 'SLC29A1', 'C4A', 'ITGA9', 'SLC6A9', 'PTGIR', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'NMUR1', 'EPX', 'PCDHA6', 'PCDHGB1', 'PCDHA11', 'TRHR', 'TPTE', 'PCDHGB4', 'HTR1D', 'CPZ', 'CDSN', 'FLG2', 'TMEFF1', 'UGT1A9', 'CNTNAP1', 'PCDHGB5', 'SLC45A2', 'PEAR1', 'TRPC6', 'TNFSF18', 'PCDHA10', 'ARSF', 'NTSR1', 'SLC6A2', 'GP5', 'CDH6', 'PLXNB3', 'TMEM132E', 'DBH', 'INHBE', 'CACNG6', 'SIGLEC12', 'PCDHGA9', 'PCDH20', 'SLITRK3', 'ADAMTS15']"
rectum intestinal goblet cells,"['TSPAN1', 'HEPACAM2', 'SLC12A2', 'GALNT5', 'PARM1', 'MUC4', 'TSPAN13', 'CEACAM6', 'ST3GAL4', 'LAMA1', 'VIPR1', 'DISP2', 'QSOX1', 'CANT1', 'CA12', 'CACNA2D2', 'SEMA4G', 'FAM174B', 'P2RX4', 'CDH1', 'MST1R', 'FGFR2', 'EPHB2', 'PCDH20', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'EDEM3', 'NTN3', 'PCDHGC5', 'PCDHA6', 'CDSN', 'PCDHA11', 'EPX', 'TRHR', 'TNFRSF11A', 'TPTE', 'TMEFF1', 'PCDHGB4', 'HTR1D', 'PCDHGB1', 'CNNM4', 'GP5', 'UGT1A9', 'FLG2', 'C4A', 'TNFSF18', 'TLR9', 'SLC45A2', 'SLC6A2', 'ARSF', 'CHRNA3', 'NTSR1', 'INHBE', 'PCDHGB5', 'SIGLEC12', 'PCDHGA9', 'DBH', 'CACNG6', 'SLITRK3', 'TMEM132E', 'PTPRQ', 'TLL2', 'FLRT1', 'ZP4', 'HHLA2', 'SLC26A5', 'CEACAM8', 'CPZ', 'PLXNB3', 'PLA2G3', 'PCDHA10', 'KIR3DL1', 'CELSR3', 'RET', 'ELFN2', 'IGSF1', 'PCDHGA8', 'UNC5A', 'ALPP', 'FGFR4', 'KIR2DL3', 'SCN2B', 'PCDHGA12', 'TMEM26', 'CASP7', 'AGTR2', 'LRRC15', 'TMPRSS5', 'MGAT5B', 'IGLON5', 'PCDHGB7', 'NTRK1', 'CDH15', 'CRB2', 'SCNN1D', 'ULBP3', 'TYR', 'GPR39']"
ovary smooth muscle cells,"['BCAM', 'MCAM', 'MFGE8', 'BGN', 'PDGFRB', 'SERPINI1', 'SLIT3', 'AOC3', 'ITGA7', 'ENPEP', 'SUSD5', 'CSPG4', 'MRGPRF', 'EDNRA', 'RERG', 'NFASC', 'CDH6', 'PRSS35', 'C1QTNF2', 'KCNK17', 'PTGIR', 'SLC2A4', 'GPR176', 'LRRC4B', 'TMEM132E', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHGA8', 'PCDHA11', 'PCDHA6', 'EPX', 'TRHR', 'TPTE', 'PCDHGB5', 'PCDHGB1', 'TMEFF1', 'HTR1D', 'BDNF', 'GP5', 'CDSN', 'PCDHGB4', 'FLG2', 'UGT1A9', 'TLR9', 'C4A', 'SLC45A2', 'PCDHGA9', 'ARSF', 'EPHA3', 'NTSR1', 'TNFSF18', 'SLC6A2', 'INHBE', 'SIGLEC12', 'PCDH20', 'CACNG6', 'SLITRK3', 'SLC6A9', 'PTPRQ', 'CEACAM8', 'FLRT1', 'TMEM26', 'PCDHA10', 'PLXNB3', 'PLA2G3', 'PCDHGA12', 'ANGPT1', 'KIR3DL1', 'TMEM200B', 'ELFN2', 'ALPP', 'PCDHGB7', 'SLC26A5', 'IGSF1', 'ADCY6', 'SCN2B', 'TMPRSS5', 'CPZ', 'KIR2DL3', 'AGTR2', 'CELSR3', 'UNC5A', 'NTRK1', 'COL2A1', 'IGLON5', 'RTN4R', 'TLL2', 'EFNB3', 'IL1RL2', 'TYR', 'TMEM63C', 'ICAM5', 'ELFN1', 'CRLF2', 'ADORA1', 'CNTNAP1']"
spleen b-cells,"['CD74', 'MS4A1', 'CD79A', 'CD37', 'CD83', 'LY9', 'CR2', 'FCER2', 'CD19', 'CD22', 'CD72', 'CXCR5', 'FCRL3', 'FCRL2', 'BTLA', 'TNFRSF13B', 'HLA-DQA1', 'CNR2', 'FLT3', 'CR1', 'CD70', 'TLR9', 'ITGA2B', 'FCRL5', 'TNFSF18', 'PCDHGB4', 'P2RY10', 'SIGLEC5', 'NXF2', 'NTN3', 'PPIAL4A', 'PCDHGC5', 'PCDHA11', 'EPX', 'PCDHA6', 'TRHR', 'TPTE', 'TMEFF1', 'PCDHGB1', 'HTR1D', 'CDSN', 'FLG2', 'UGT1A9', 'GP5', 'PCDHGB5', 'CD79B', 'C4A', 'SLC45A2', 'SLC6A2', 'ARSF', 'DBH', 'NTSR1', 'INHBE', 'CACNG6', 'PCDH20', 'PCDHGA9', 'ATG9A', 'SLITRK3', 'CEACAM8', 'PTPRQ', 'TMEM132E', 'FLRT1', 'ZP4', 'SLC26A5', 'CPZ', 'PLXNB3', 'PLA2G3', 'PCDHA10', 'TMPRSS5', 'NXPH4', 'PCDHGA12', 'PCDHGA8', 'IGSF1', 'ELFN2', 'UNC5A', 'VSTM1', 'ALPP', 'LPAR5', 'SCN2B', 'COL2A1', 'AGTR2', 'LRRC15', 'CELSR3', 'SIGLEC12', 'MGAT5B', 'NTRK1', 'TLL2', 'SCNN1D', 'PCDHGB7', 'TMEM26', 'CD80', 'CDH15', 'IGLON5', 'SLC22A16', 'TMEM63C', 'ELFN1', 'TYR', 'ULBP3', 'ADORA1']"
thymus mesothelial cells,"['HP', 'TIMP1', 'C3', 'MSLN', 'OGN', 'SLC39A8', 'MUC16', 'PROCR', 'SERPING1', 'BCHE', 'LRP2', 'RAET1G', 'CGN', 'PTPRQ', 'CDON', 'PTGER3', 'ROR2', 'CRB2', 'EFNB3', 'C4A', 'CD200', 'TNFRSF11B', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PKHD1L1', 'PCDHGC5', 'PCDHA6', 'TRHR', 'EPX', 'PCDHA11', 'TPTE', 'HTR1D', 'PCDHGB1', 'CDSN', 'FLG2', 'PCDHGB4', 'TMEFF1', 'UGT1A9', 'TNFSF18', 'GP5', 'SLC45A2', 'ARSF', 'SLC6A2', 'NTSR1', 'PCDH20', 'DBH', 'INHBE', 'PCDHGB5', 'CACNG6', 'SIGLEC12', 'PCDHGA9', 'ADAMTS15', 'SLITRK3', 'TMEM132E', 'TLR9', 'CEACAM8', 'PCDHGA12', 'FLRT1', 'ZP4', 'PLA2G3', 'PCDHA10', 'IGSF1', 'PLXNB3', 'KIR3DL1', 'SCN2B', 'ALPP', 'UNC5A', 'PCDHGA8', 'TMEM26', 'ELFN2', 'COL2A1', 'SLC26A5', 'ICAM5', 'AGTR2', 'CPZ', 'KIR2DL3', 'TMPRSS5', 'LRRC15', 'TLL2', 'CELSR3', 'MGAT5B', 'ELFN1', 'ADORA1', 'CDH15', 'IGLON5', 'IL1RL2', 'TYR', 'TMEM63C', 'TNFRSF8', 'SCNN1D', 'VSTM1', 'CRLF2', 'MST1R', 'ULBP3', 'MDGA1', 'PCDHGB7', 'SLC6A11']"
prostate basal prostatic cells,"['ENPP3', 'SCARA3', 'ENPP1', 'FGFR3', 'FGFR2', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'EPX', 'PCDHA11', 'TRHR', 'PCDHA6', 'TPTE', 'HTR1D', 'TMEFF1', 'PCDHGB4', 'FLG2', 'CDSN', 'PCDHGB1', 'GP5', 'UGT1A9', 'TLR9', 'C4A', 'SLC45A2', 'SLC6A2', 'TNFSF18', 'PCDHGA9', 'NTSR1', 'DBH', 'INHBE', 'ARSF', 'CACNG6', 'PCDH20', 'PCDHGB5', 'PTPRQ', 'SLITRK3', 'SIGLEC12', 'TMEM132E', 'PLA2G3', 'ZP4', 'FLRT1', 'CPZ', 'SCN2B', 'PLXNB3', 'KIR3DL1', 'PCDHA10', 'CEACAM8', 'UNC5A', 'ALPP', 'IGSF1', 'COL2A1', 'SLC26A5', 'SLITRK6', 'LAMA3', 'PCDHGA12', 'ELFN2', 'CELSR3', 'PCDHGA8', 'AGTR2', 'KIAA1549', 'LRRC15', 'KIR2DL3', 'TLL2', 'MGAT5B', 'TMPRSS5', 'PROM2', 'TMEM26', 'IGLON5', 'NTRK1', 'CDH15', 'SCNN1D', 'TMEM63C', 'PCDHGB7', 'ELFN1', 'TYR', 'CRLF2', 'ADORA1', 'IL1RL2', 'VSTM1', 'ICAM5', 'EFNB3', 'RTN4R', 'SLC6A11', 'ULBP3', 'TNFRSF8', 'PRG2', 'SERPINA3', 'GPR39', 'SLC22A16', 'TSHR', 'CD1B', 'ATG9A', 'RAET1G', 'HEPACAM', 'ADAMTS15', 'CCR4', 'DISP2']"
skin endothelial cells,"['AQP1', 'MMRN1', 'TFPI', 'EMP1', 'PLVAP', 'ICAM1', 'RAMP3', 'CD200', 'CD34', 'JAM2', 'ESAM', 'FLT4', 'S1PR1', 'CSF2RB', 'SELP', 'PCDH19', 'CLEC1A', 'SLCO4A1', 'PKHD1L1', 'IL3RA', 'CALCRL', 'APLNR', 'TIE1', 'SEMA3A', 'VEGFC', 'TLL1', 'CDH5', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA11', 'EPX', 'TRHR', 'PCDHA6', 'TPTE', 'TMEFF1', 'PCDHGB4', 'HTR1D', 'GP5', 'UGT1A9', 'PCDHGB1', 'TLR9', 'DBH', 'C4A', 'THSD1', 'SLC6A2', 'ARSF', 'CDSN', 'CACNG6', 'PCDHGB5', 'INHBE', 'NTSR1', 'SIGLEC12', 'PCDH20', 'CEACAM8', 'PCDHGA9', 'PTPRQ', 'UNC5A', 'ZP4', 'FLRT1', 'SLITRK3', 'CPZ', 'TNFSF18', 'TMEM132E', 'SLC26A5', 'PLXNB3', 'PCDHA10', 'CDH13', 'PCDHGA8', 'KIR3DL1', 'CELSR3', 'PCDHGA12', 'FLG2', 'ALPP', 'ELFN2', 'MGAT5B', 'TMEM26', 'KIR2DL3', 'AGTR2', 'SLC45A2', 'TNFRSF11A', 'TLL2', 'IGSF1', 'COL2A1', 'ELFN1', 'IGLON5', 'TMPRSS5', 'CDH15', 'TEK', 'SCN2B', 'PLA2G3', 'TMEM63C', 'NTRK1', 'ULBP3', 'PCDHGB7', 'VSTM1', 'CLEC14A']"
ovary lymphatic endothelial cells,"['TFPI', 'MMRN1', 'NRP2', 'FLT4', 'TIE1', 'HYAL2', 'TNXB', 'PKHD1L1', 'LRRC15', 'ITGB4', 'LOX', 'UNC5B', 'EPHB4', 'SEMA3A', 'PCDHGB4', 'PCDHGB7', 'TLL1', 'SLC26A5', 'UNC5A', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'PCDHGC5', 'NTN3', 'PCDHA11', 'EPX', 'TRHR', 'PCDHA6', 'TPTE', 'TMEFF1', 'HTR1D', 'CDSN', 'PCDHGB1', 'GP5', 'PCDHGA12', 'FLG2', 'UGT1A9', 'TLR9', 'C4A', 'SLC45A2', 'ARSF', 'SLC6A2', 'NTSR1', 'TNFSF18', 'INHBE', 'SIGLEC12', 'PCDH20', 'CACNG6', 'THSD1', 'SLITRK3', 'PCDHGB5', 'PTPRQ', 'EPHB1', 'CEACAM8', 'PCDHGA9', 'FLRT1', 'PLXNB3', 'PLA2G3', 'TBXA2R', 'KIR3DL1', 'SCNN1D', 'TMEM132E', 'ELFN2', 'PEAR1', 'ALPP', 'TSHR', 'PCDHA10', 'LRFN1', 'KIR2DL3', 'IGSF1', 'AGTR2', 'TMPRSS5', 'TSPAN18', 'SCN2B', 'ADAMTS15', 'CELSR3', 'CELSR1', 'CPZ', 'NTRK1', 'CD101', 'TMEM26', 'DISP2', 'COL2A1', 'TYR', 'IGLON5', 'TLL2', 'ELFN1', 'CRLF2', 'IL1RL2', 'ICAM5', 'TMEM63C', 'TMEM200B', 'ADORA1', 'VSTM1', 'TNFRSF8', 'RET', 'PCDHGA8', 'SLC22A16', 'PRG2']"
kidney distal tubular cells,"['IDH2', 'KNG1', 'PTGER3', 'TYRP1', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA11', 'EPX', 'PCDHA6', 'TRHR', 'TPTE', 'TMEFF1', 'PCDHGB4', 'HTR1D', 'GP5', 'PCDHGB1', 'FLG2', 'CDSN', 'TLR9', 'TNFSF18', 'C4A', 'SLC6A2', 'SLC45A2', 'NTSR1', 'PCDHGB5', 'IL1RL2', 'DBH', 'CACNG6', 'INHBE', 'PCDH20', 'PCDHGA9', 'SLITRK3', 'PTPRQ', 'CEACAM8', 'ZP4', 'SLC26A5', 'FLRT1', 'CPZ', 'PLXNB3', 'PLA2G3', 'TMEM63C', 'PCDHA10', 'TYR', 'KIR3DL1', 'UNC5A', 'ALPP', 'IGSF1', 'PCDHGA8', 'SIGLEC12', 'SCN2B', 'PCDHGA12', 'COL2A1', 'CELSR3', 'AGTR2', 'LRRC15', 'MGAT5B', 'TMEM26', 'ELFN2', 'TMPRSS5', 'TLL2', 'IGLON5', 'ARSF', 'KIR2DL3', 'CDH15', 'PCDHGB7', 'NTRK1', 'TMEM132E', 'ELFN1', 'CRLF2', 'ICAM5', 'EFNB3', 'SCNN1D', 'ULBP3', 'VSTM1', 'SLC6A11', 'PRG2', 'SLC22A16', 'ATG9A', 'TSHR', 'GPR39', 'KCNK17', 'LRFN1', 'CD1B', 'ADORA1', 'HTR2B', 'CHRNA3', 'CCR4', 'LRRC4B', 'RTN4R', 'AMIGO1', 'HEPACAM', 'COL6A6', 'FAM171A2', 'NXPH4', 'SLITRK2', 'SLC29A4']"
skeletal muscle mixed cell types,"['DAG1', 'GREM1', 'FGFR4', 'OLFML2B', 'GFRA1', 'EGFR', 'CDH15', 'PXDN', 'ANTXR1', 'NPTX2', 'ANGPTL4', 'RYR3', 'CDH4', 'PON2', 'P4HA2', 'PLXDC1', 'IGDCC4', 'IGSF1', 'RET', 'PTPRQ', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHA11', 'PCDHGC5', 'PCDHGB4', 'EPX', 'TRHR', 'PCDHA6', 'PCDHGB1', 'TPTE', 'TMEFF1', 'FLG2', 'HTR1D', 'CDSN', 'GP5', 'UGT1A9', 'TLR9', 'C4A', 'PCDHGB5', 'TNFSF18', 'SLC45A2', 'ARSF', 'INHBE', 'PCDHA10', 'SIGLEC12', 'DBH', 'SLC6A2', 'PCDH20', 'NTSR1', 'CEACAM8', 'FLRT1', 'ZP4', 'TMEM132E', 'CPZ', 'SLC26A5', 'PLXNB3', 'PLA2G3', 'ULBP3', 'SLITRK3', 'EPDR1', 'TSHR', 'UNC5A', 'ALPP', 'PCDHGA9', 'COL2A1', 'CELSR3', 'ELFN2', 'AGTR2', 'PCDHGB7', 'KIR3DL1', 'SCN2B', 'KIR2DL3', 'TMPRSS5', 'AMIGO1', 'ADAMTS15', 'MGAT5B', 'PCDHGC3', 'SCNN1D', 'STS', 'TMEM63C', 'TMEM26', 'IGLON5', 'ADORA1', 'TYR', 'NXPH4', 'PCDHGA8', 'OLFML2A', 'ICAM5', 'KCNK17', 'TLL2', 'CACNG6', 'PCDHGA12', 'CRLF2', 'EFNB3', 'NTRK1', 'PRG2', 'SLC22A16']"
endometrium glandular and luminal cells,"['CLU', 'IL6ST', 'TFPI2', 'SLC26A2', 'ENPP3', 'CP', 'CPM', 'MUC16', 'SLC39A14', 'ITGB8', 'LAMB3', 'SLC7A2', 'IGFBP3', 'CDH1', 'DPP4', 'MPZL2', 'THSD4', 'PLAT', 'PLAU', 'LAMC2', 'TACSTD2', 'IL1R1', 'ITGA2', 'MET', 'ALPP', 'LDLR', 'ADRA2A', 'VNN1', 'MUC4', 'ALPL', 'PKHD1L1', 'F11R', 'SLC44A1', 'LAMA3', 'C4BPA', 'SLC45A4', 'SCARA3', 'AMIGO2', 'RCN1', 'P4HA1', 'MYOF', 'GDF15', 'EPHA2', 'FREM2', 'NCEH1', 'CDCP1', 'GPRC5A', 'SLC4A7', 'F3', 'LOXL4', 'B4GALT5', 'TNC', 'SLC15A2', 'SLC7A1', 'LIPG', 'FAM171A2', 'NAV2', 'CELSR1', 'LAMA5', 'ST14', 'SLC6A6', 'LRP4', 'NT5E', 'SLCO4A1', 'ARSB', 'CADM1', 'SLC12A7', 'TMEM63C', 'GALNT5', 'THSD7A', 'SLC22A5', 'CDSN', 'TLL2', 'IL1RL2', 'NLGN4X', 'RAET1G', 'TMEFF1', 'HTR1D', 'ULBP3', 'HSD17B2', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'PCDHGC5', 'UNC5A', 'NTN3', 'TRHR', 'EPX', 'PCDHA6', 'PCDHA11', 'C4A', 'SLC45A2', 'SLC6A2', 'TMEM26', 'TPTE', 'GP5', 'MXRA5', 'CA12', 'PCDHGB4']"
salivary gland mixed immune cells,"['FLT3', 'EPX', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA6', 'TRHR', 'PCDHA11', 'TPTE', 'TMEFF1', 'GP5', 'HTR1D', 'CDSN', 'UGT1A9', 'FLG2', 'TLR9', 'PCDHGB4', 'PCDHGB1', 'C4A', 'TNFSF18', 'ARSF', 'SLC45A2', 'SLC6A2', 'DBH', 'CACNG6', 'INHBE', 'PCDH20', 'NTSR1', 'SIGLEC12', 'CEACAM8', 'TMEM132E', 'PTPRQ', 'SLITRK3', 'FLRT1', 'ZP4', 'CPZ', 'PLA2G3', 'PCDHGB5', 'KIR2DL3', 'PLXNB3', 'KIR3DL1', 'ELFN2', 'COL2A1', 'IGSF1', 'UNC5A', 'ALPP', 'PCDHGA9', 'AGTR2', 'KCNK17', 'TMEM26', 'MGAT5B', 'LRRC15', 'CELSR3', 'SCN2B', 'IGLON5', 'SLC26A5', 'CDH15', 'TLL2', 'PCDHA10', 'TYR', 'PCDHGA8', 'NTRK1', 'MPO', 'CRLF2', 'VSTM1', 'TMEM63C', 'ELFN1', 'PCDHGA12', 'SCNN1D', 'SLC6A11', 'PRG2', 'CD1B', 'GPR39', 'NPTX1', 'EFNB3', 'TNFRSF8', 'LRFN1', 'SLC22A16', 'IL1RL2', 'ATG9A', 'CCR4', 'HEPACAM', 'ADORA1', 'CHRNA3', 'ULBP3', 'NXPH4', 'FAM171A2', 'NMUR1', 'KIR2DS4', 'CNR2', 'SLC29A4', 'RTN4R', 'GRIK3', 'FREM2', 'TRBV12-3', 'PCDHGB7', 'GGT1']"
colon intestinal goblet cells,"['HEPACAM2', 'TSPAN13', 'GALNT5', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'PCDHGC5', 'PCDHA11', 'EPX', 'PCDHA6', 'TRHR', 'TPTE', 'NTN3', 'TMEFF1', 'PCDHGB4', 'PCDHGB1', 'HTR1D', 'GP5', 'FLG2', 'CDSN', 'UGT1A9', 'C4A', 'SLC6A2', 'TNFSF18', 'TLR9', 'SLC45A2', 'ARSF', 'PCDH20', 'DBH', 'PCDHGB5', 'INHBE', 'SIGLEC12', 'CACNG6', 'PCDHGA9', 'SLITRK3', 'TMEM132E', 'PTPRQ', 'FLRT1', 'ZP4', 'SLC26A5', 'CPZ', 'PLXNB3', 'PLA2G3', 'PCDHA10', 'KIR3DL1', 'PCDHGA8', 'FAM174B', 'CELSR3', 'IGSF1', 'UNC5A', 'ALPP', 'SCN2B', 'PCDHGA12', 'TMEM26', 'CEACAM8', 'TLL2', 'AGTR2', 'LRRC15', 'TMPRSS5', 'ELFN2', 'KIR2DL3', 'MGAT5B', 'COL2A1', 'IGLON5', 'CDH15', 'PCDHGB7', 'NTSR1', 'CHRNA3', 'TYR', 'ELFN1', 'IL1RL2', 'VSTM1', 'ICAM5', 'EFNB3', 'CRLF2', 'SCNN1D', 'TNFRSF8', 'ADORA1', 'SLC6A11', 'SLC22A16', 'DISP2', 'TMEM63C', 'NTRK1', 'PRG2', 'TSHR', 'ULBP3', 'KCNK17', 'CD1B', 'AMIGO1', 'ATG9A', 'HTR2B', 'SLC29A2', 'HEPACAM', 'CCR4', 'RET', 'MPO', 'LRRC4B', 'LRFN1', 'FAM171A2']"
lung b-cells,"['CD79A', 'LTB', 'MS4A1', 'CD37', 'CD79B', 'LY9', 'TNFRSF13B', 'CD22', 'PLD4', 'CD19', 'FCRL2', 'FCER2', 'CD72', 'CXCR5', 'CNR2', 'CD180', 'BTLA', 'FCRL5', 'CR2', 'FCRL3', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'EPX', 'TLR9', 'PCDHA11', 'TRHR', 'PCDHA6', 'TPTE', 'TMEFF1', 'PCDHGB4', 'PCDHGB1', 'HTR1D', 'UGT1A9', 'CDSN', 'GP5', 'FLG2', 'C4A', 'SLC6A2', 'SLC45A2', 'ARSF', 'TNFSF18', 'NTSR1', 'INHBE', 'PCDH20', 'DBH', 'SIGLEC12', 'SLITRK3', 'TMEM132E', 'ZP4', 'FLRT1', 'PCDHGB5', 'CPZ', 'PLXNB3', 'PCDHGA9', 'IGSF1', 'PTPRQ', 'CEACAM8', 'SLC26A5', 'TLL2', 'UNC5A', 'TMPRSS5', 'COL2A1', 'CELSR3', 'SCN2B', 'PCDHGA8', 'PCDHA10', 'PCDHGA12', 'LRRC15', 'EPHB1', 'TMEM26', 'TMEM156', 'MGAT5B', 'TYR', 'ELFN2', 'SCNN1D', 'KIR3DL1', 'IGLON5', 'TMEM63C', 'SLC6A11', 'CACNG6', 'TSHR', 'ATG9A', 'PRG2', 'IL1RL2', 'KIR2DL3', 'ULBP3', 'PLA2G3', 'PCDHGB7', 'ELFN1', 'HEPACAM', 'SELL', 'SLC22A16', 'LRFN1', 'CD70', 'CDH15', 'CHRNA3']"
testis leydig cells,"['DCN', 'SERPINF1', 'ANGPTL1', 'ABCA8', 'PDGFRA', 'ENTPD2', 'HHIP', 'FLRT2', 'AGTR1', 'SERPINE2', 'ISLR', 'PI16', 'SCARA5', 'IGDCC4', 'SLITRK4', 'SIGLEC5', 'PPIAL4A', 'NTN3', 'NXF2', 'PCDHGC5', 'PCDHA11', 'EPX', 'TRHR', 'PCDHA6', 'SMO', 'NEGR1', 'PCDHGB4', 'GP5', 'CPZ', 'TMEFF1', 'UGT1A9', 'HTR1D', 'TLR9', 'CDSN', 'DBH', 'FLG2', 'TNFSF18', 'C4A', 'INHBE', 'NTSR1', 'ARSF', 'PCDHGB5', 'PCDH20', 'PCDHGA9', 'SIGLEC12', 'SLITRK3', 'ZP4', 'FLRT1', 'PLXNB3', 'TYRO3', 'CEACAM8', 'CACNG6', 'PLA2G3', 'SLC26A5', 'KIR3DL1', 'PCDHGA8', 'ALPP', 'TMEM200B', 'KIR2DL3', 'PCDHGA12', 'SLC45A2', 'MDGA1', 'AGTR2', 'SCN2B', 'LRRC15', 'IGSF1', 'TMEM132E', 'PCDHGB1', 'UNC5A', 'PCDHGB7', 'ELFN2', 'IL1RL2', 'TMPRSS5', 'PDCD1LG2', 'SLITRK6', 'TPTE', 'CRLF2', 'ADAMTS15', 'SLC6A11', 'ELFN1', 'ICAM5', 'PTPRQ', 'PRG2', 'PCDHA10', 'NTRK1', 'EFNB3', 'ELANE', 'FAM171A2', 'CDH15', 'SLC6A2', 'ULBP3', 'CELSR3', 'AMIGO1', 'KCNK17', 'TLL2', 'ADORA1', 'CCR4', 'HEPACAM', 'MGAT5B']"
